name,brand,category,dimensions,description,image_url,galeria_urls,file_2d_url,file_3d_url
Cadeira Londrina,Ricardo Van Steen Com braço a partir de: R$9,Cadeira,"058x066x084 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição A cadeira Londrina é uma homenagem à cidade que acolhe a fábrica Folio e representa a origem da marca","A cadeira Londrina é uma homenagem à cidade que acolhe a fábrica Folio e representa a origem da marca. Assinada por Ricardo Van Steen, a peça traduz o espírito do design brasileiro contemporâneo ao aliar a força construtiva à elegância formal. Produzida em lyptus tingido, madeira de tonalidade quente e veios suaves, revela a nobreza dos materiais e a dedicação artesanal em cada detalhe. O desenho de linhas puras e estrutura precisa evidencia a atenção minuciosa à ergonomia e ao acabamento. Os braços levemente arredondados e os encaixes meticulosamente trabalhados conferem robustez estrutural sem abrir mão da leveza visual. A geometria refinada valoriza a execução manual da madeira, enquanto os encontros entre os perfis, suavemente modelados, garantem conforto tátil e um apuro estético singular. Mais do que um objeto utilitário, a cadeira Londrina é a expressão da identidade da Folio: o encontro entre tradição, técnica refinada e uma visão contemporânea do morar.",https://folioliving.com.br/assets/uploads/2025/04/10-scaled.jpg,"[""https://folioliving.com.br/assets/uploads/2025/04/6-4-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2025/04/8-1-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2025/04/14-1-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2025/04/15-2-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2025/04/9-1-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2025/04/7-2-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2025/04/13-2-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2025/04/12-2-scaled.jpg""]",,https://3dwarehouse.sketchup.com/model/e15e4853-3d62-4ff6-9c12-d0ddf6e505f6/Cadeira-Londrina
Aparador Piano Suspenso,Ricardo Van Steen A partir de: R$24,Aparador,"150X045X076 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição O aparador Piano suspenso, assinado por Ricardo van Steen, combina função e expressão visual por meio de um sofisticado trabalho cromático com ladrilhos cerâmicos esmaltados da linha cottoricci","O aparador Piano suspenso, assinado por Ricardo van Steen, combina função e expressão visual por meio de um sofisticado trabalho cromático com ladrilhos cerâmicos esmaltados da linha cottoricci. Aplicados em um plano modular de tonalidades pastel, os ladrilhos introduzem uma composição vibrante e mutável, marcada por variações sutis de cor e textura que tornam cada peça única e irrepetível. A estrutura em aço carbono confere leveza e estabilidade ao conjunto. O acabamento esmaltado dos ladrilhos reflete a luz de maneira delicada, ressaltando as nuances das cores e as pequenas irregularidades naturais do processo manual. Essa fusão entre matéria industrial e saber artesanal transforma o aparador em um elemento escultórico e funcional, ideal tanto para ambientes residenciais quanto comerciais que valorizam o design autoral e a singularidade de cada detalhe. Disponível em tamanho único com múltiplos acabamentos.",https://folioliving.com.br/assets/uploads/2025/05/1.jpg,"[""https://folioliving.com.br/assets/uploads/2025/05/cadeira-legiti-perfu.jpg"", ""https://folioliving.com.br/assets/uploads/2025/05/2-2.jpg""]",,https://3dwarehouse.sketchup.com/model/99aabb6c-38d6-4452-9e24-5aa4050f7d22/Aparador-Piano-Suspenso
Sofá Granito,Ricardo Van Steen A partir de: R$33,Sofá,"174X084X068 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição O sofá Granito, assinado por Ricardo Van Steen, combina robustez estrutural com conforto e sofisticação","O sofá Granito, assinado por Ricardo Van Steen, combina robustez estrutural com conforto e sofisticação. Sua base em madeira lypitus apresenta curvas precisas e acabamento escuro, destacando a qualidade artesanal e a elegância atemporal da peça. O assento e o encosto são generosamente estofados e revestidos em bouclé, criando um contraste marcante entre textura e estrutura. As costuras profundas ressaltam os volumes e reforçam a geometria do desenho, enquanto as tiras aparentes sob o assento revelam a lógica construtiva da peça. Disponível em tamanho único com múltiplos acabamentos.",https://folioliving.com.br/assets/uploads/2025/05/1-10.jpg,"[""https://folioliving.com.br/assets/uploads/2025/05/105-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2025/05/107-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2025/05/Sofa-Granito-2.png"", ""https://folioliving.com.br/assets/uploads/2025/05/Sofa-Granito-3.png"", ""https://folioliving.com.br/assets/uploads/2025/05/101-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2025/05/100-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2025/05/102-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2025/05/Sofa-Granito-4.png"", ""https://folioliving.com.br/assets/uploads/2025/05/104-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2025/05/106-scaled.jpg""]",,https://3dwarehouse.sketchup.com/model/6bf32a12-c680-4816-a372-787f451c7f59/Sof%C3%A1-Granito
Mesa Lateral Cadere,Folio A partir de: R$4,Mesa Lateral,"055x037x052 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição A mesa lateral Cadere combina leveza visual com elegância orgânica, expressando um design contemporâneo de inspiração natural","A mesa lateral Cadere combina leveza visual com elegância orgânica, expressando um design contemporâneo de inspiração natural. Seu tampo possui forma assimétrica e arredondada, remetendo ao desenho fluido de uma pedra suavemente polida. A estrutura metálica é composta por um único pé central que se desdobra em três hastes curvas formando a base, proporcionando estabilidade com uma estética minimalista. Esse detalhe construtivo, além de funcional, reforça o caráter escultural da peça, com uma delicadeza técnica que a torna ideal para composições leves e elegantes. Disponível em dois tamanhos e múltiplos acabamentos.",https://folioliving.com.br/assets/uploads/2025/04/1-15.jpg,"[""https://folioliving.com.br/assets/uploads/2025/04/5-7-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2025/04/4-7-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2025/04/2-8.jpg"", ""https://folioliving.com.br/assets/uploads/2025/04/3-8.jpg"", ""https://folioliving.com.br/assets/uploads/2025/04/6-6-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2025/04/8-2-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2025/04/9-2-scaled.jpg"", ""https://folioliving.com.br/assets/uploads/2025/04/7-4-scaled.jpg""]",,https://3dwarehouse.sketchup.com/model/68badd3d-3fa8-4928-90e4-008e3385ff75/Mesa-Lateral-Cadere-e-Mesa-Lateral-Palla
Sofá Dark,Folio A partir de: R$25,Sofá,"283x091x065x220 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição O sofá Dark é modular e apresenta um design contemporâneo de linhas retas e elegância minimalista","O sofá Dark é modular e apresenta um design contemporâneo de linhas retas e elegância minimalista. Com assentos largos, profundos e generosamente estofados, oferece uma experiência de conforto acolhedora, ideal para momentos de descanso prolongado. As almofadas de encosto são soltas e volumosas, cuidadosamente posicionadas para garantir suporte ergonômico e um visual convidativo. Diferencia-se por incorporar uma prática e sofisticada extensão lateral (bandeja) em madeira natural, integrada à estrutura do sofá como uma superfície de apoio — perfeita para acomodar objetos decorativos, livros ou itens de uso cotidiano. Essa solução embutida reforça a funcionalidade da peça, dispensando a necessidade de mesas laterais e acentuando sua estética contínua. Disponível em múltiplos tamanhos e acabamentos.",https://folioliving.com.br/assets/uploads/2025/04/1-11.jpg,"[""https://folioliving.com.br/assets/uploads/2025/04/6-3.jpg"", ""https://folioliving.com.br/assets/uploads/2025/04/2-5.jpg"", ""https://folioliving.com.br/assets/uploads/2025/04/3-5.jpg"", ""https://folioliving.com.br/assets/uploads/2025/04/4-3.jpg"", ""https://folioliving.com.br/assets/uploads/2025/04/1-12.jpg"", ""https://folioliving.com.br/assets/uploads/2025/04/5-3.jpg""]",,https://3dwarehouse.sketchup.com/model/281f26f6-398a-47ec-8a8b-be429a014f83/Sof%C3%A1-Dark-Folio
Poltrona We,Folio A partir de: R$16,Poltrona,"075x080x075H *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição A poltrona We apresenta um design contemporâneo de linhas suaves e volumetria generosa","A poltrona We apresenta um design contemporâneo de linhas suaves e volumetria generosa. Com encosto curvo e braços integrados à estrutura, sua forma envolvente convida ao relaxamento, criando uma sensação de abrigo e conforto imediato. O assento largo e baixo, aliado à base giratória discreta, permite liberdade de movimento e conforto ergonômico, ideal para momentos de descanso e contemplação. Sua base circular é quase imperceptível, conferindo à peça um visual leve e flutuante. Personalizável em múltiplos acabamentos.",https://folioliving.com.br/assets/uploads/2025/04/1-9.jpg,"[""https://folioliving.com.br/assets/uploads/2025/04/2-4.jpg"", ""https://folioliving.com.br/assets/uploads/2025/04/3-4.jpg"", ""https://folioliving.com.br/assets/uploads/2025/04/4-2.jpg"", ""https://folioliving.com.br/assets/uploads/2025/04/5-2.jpg""]",,https://3dwarehouse.sketchup.com/model/f2c62f2b-47b2-4cca-8476-c220c5a8db0b/Poltrona-We
Mesa de Jantar Belt,"Folio A partir de: R$22,276",Mesa de Jantar,"240x120x076 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição A mesa de jantar Belt apresenta um design contemporâneo, com formas esculturais e proporções marcantes","A mesa de jantar Belt apresenta um design contemporâneo, com formas esculturais e proporções marcantes. Seu tampo retangular com cantos arredondados suaviza o volume e reforça o aspecto tátil da peça, enquanto as bases duplas em formato cônico garantem estabilidade e personalidade. A Belt destaca-se pela combinação entre linhas suaves e presença arquitetônica, tornando-se um ponto focal em ambientes sociais ou corporativos. Personalizável em diversos tamanhos e acabamentos.",https://folioliving.com.br/assets/uploads/2025/04/1-7.jpg,"[""https://folioliving.com.br/assets/uploads/2025/04/2-3.jpg"", ""https://folioliving.com.br/assets/uploads/2025/04/7.jpg"", ""https://folioliving.com.br/assets/uploads/2025/04/6-2.jpg"", ""https://folioliving.com.br/assets/uploads/2025/04/8.jpg"", ""https://folioliving.com.br/assets/uploads/2025/04/1-8.jpg"", ""https://folioliving.com.br/assets/uploads/2025/04/3-3.jpg""]",,https://3dwarehouse.sketchup.com/model/29627a5c-ac6a-4783-9ae8-bb12a1f30baf/Mesa-de-Jantar-Belt
Mesa de Centro Round III,Lab,Mesa de Centro,"100Øx030H *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição A mesa de centro Round conta com um design contemporâneo, marcado por linhas retas minimalistas","A mesa de centro Round conta com um design contemporâneo, marcado por linhas retas minimalistas. Com seu tampo circular generoso e base cilíndrica contínua, a peça oferece uma presença sólida e elegante ao ambiente. O formato limpo e monolítico revela um desenho puro, que valoriza os materiais e suas texturas naturais. Com diferentes tonalidades de madeira, do claro ao escuro, a Round traz calor e versatilidade, podendo compor diversos estilos de interiores. Personalizável em diversos tamanhos e acabamentos.",https://folioliving.com.br/assets/uploads/2025/04/17-1.jpg,"[""https://folioliving.com.br/assets/uploads/2025/04/22.jpg"", ""https://folioliving.com.br/assets/uploads/2025/04/19.jpg"", ""https://folioliving.com.br/assets/uploads/2025/04/18.jpg"", ""https://folioliving.com.br/assets/uploads/2025/04/20.jpg"", ""https://folioliving.com.br/assets/uploads/2025/04/17-2.jpg"", ""https://folioliving.com.br/assets/uploads/2025/04/23.jpg""]",,https://3dwarehouse.sketchup.com/model/6cc9409b-75d1-4d8e-b81c-b23f2adf20ce/Mesa-de-Centro-Round-II
Mesa de Centro Round I,Lab,Mesa de Centro,"100Øx030H *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição A mesa de centro Round conta com um design contemporâneo, marcado por linhas retas minimalistas","A mesa de centro Round conta com um design contemporâneo, marcado por linhas retas minimalistas. Com seu tampo circular generoso e base cilíndrica contínua, a peça oferece uma presença sólida e elegante ao ambiente. O formato limpo e monolítico revela um desenho puro, que valoriza os materiais e suas texturas naturais. Com diferentes tonalidades de madeira, do claro ao escuro, a Round traz calor e versatilidade, podendo compor diversos estilos de interiores. Personalizável em diversos tamanhos e acabamentos.",https://folioliving.com.br/assets/uploads/2025/04/15.jpg,"[""https://folioliving.com.br/assets/uploads/2025/04/13.jpg"", ""https://folioliving.com.br/assets/uploads/2025/04/12.jpg"", ""https://folioliving.com.br/assets/uploads/2025/04/16.jpg"", ""https://folioliving.com.br/assets/uploads/2025/04/14.jpg"", ""https://folioliving.com.br/assets/uploads/2025/04/cadeira-legiti-perfu8282.png"", ""https://folioliving.com.br/assets/uploads/2025/04/cadeira-legiti-perfu.png""]",,https://3dwarehouse.sketchup.com/model/6cc9409b-75d1-4d8e-b81c-b23f2adf20ce/Mesa-de-Centro-Round-II
Estante Pixel,Lab,Estante,"155x040x211 *Mobiliário com ampla personalização, variando os valores de acordo com o acabamento e dimensão escolhidos* solicite seu orçamento Encontre uma loja mais próxima Galeria Descrição A estante Pixel é modular e conta com um design contemporâneo, marcado por linhas retas minimalistas","A estante Pixel é modular e conta com um design contemporâneo, marcado por linhas retas minimalistas. Sua estrutura é composta por uma grade tridimensional de perfis metálicos que delimita o espaço com leveza gráfica e rigor geométrico. No interior dessa malha ortogonal, os planos de apoio se destacam pela precisão construtiva, criando nichos funcionais para organização ou exposição de objetos. A arquitetura aberta da peça permite integração visual com o ambiente, enquanto sua composição modular possibilita variações de uso e aplicação. Personalizável em diversos tamanhos e acabamentos.",https://folioliving.com.br/assets/uploads/2025/04/1-2.jpg,"[""https://folioliving.com.br/assets/uploads/2025/04/2-1.jpg"", ""https://folioliving.com.br/assets/uploads/2025/04/5.jpg"", ""https://folioliving.com.br/assets/uploads/2025/04/4-1.jpg"", ""https://folioliving.com.br/assets/uploads/2025/04/3-1.jpg"", ""https://folioliving.com.br/assets/uploads/2025/04/6-1.jpg"", ""https://folioliving.com.br/assets/uploads/2025/04/1-3.jpg""]",,https://3dwarehouse.sketchup.com/model/b6b5cfc6-40b0-409a-8a31-893eac00d9e6/Estante-Pixel
